Uid,PostId,SnippetId,CloneClassnumber,CloneSize,Similarity,CodeLength,Grunality,A_ownerId,A_length,A_CreateDate,A_Score,A_NoOfBoldTags,A_NoOfCodeSnippets,A_NoOfComments,A_NoOfEditOrRevision,Answerer_ReputationScore,Answerer_Upvotes,Answerer_DownVotes,Answerer_PostedQuestions,Answerer_PostedAnswers,Answerer_NoOfRevision,Answerer_NoOfRevisionInAnswer,A_CodeRatioPercentage,A_LinkTags,A_ItalicTags,A_TotalCodeLength,A_codeRatio
5647,9811969,1,581,14,85,727,Blocks,283200,996,2012-03-21 20:01:10,32,0,2,3,1,16491,246,3,2,197,263,1,73.3005,1,0,744,0.733
5648,33141436,1,582,12,76,287,Blocks,992484,1314,2015-10-15 6:32:03,3,0,7,0,1,300909,10979,1441,15,10157,19134,1,51.755,1,0,693,0.5176
5649,599181,1,582,12,76,232,Blocks,17172,4123,2009-03-01 3:12:26,301,2,21,11,6,135323,1888,1,3,467,911,3,47.2517,1,0,1960,0.4725
5650,28304463,1,583,16,75,482,Blocks,685641,1477,2015-02-03 16:56:42,2,0,2,3,2,37245,6995,491,0,864,1404,2,32.0805,3,0,478,0.3208
5651,52064399,1,583,16,75,628,Blocks,857994,1703,2018-08-28 18:41:13,0,0,3,5,1,19787,4432,96,280,393,1482,1,54.2254,0,0,924,0.5423
5652,31821549,1,584,17,76,610,Blocks,3311963,635,2015-08-05 0:32:44,1,0,2,2,4,553,42,10,0,26,51,2,95.9627,0,0,618,0.9596
5653,6448909,1,584,17,76,627,Blocks,139010,1773,2011-06-23 3:08:16,18,1,9,4,2,282302,4693,5444,103,3728,10230,2,40.2453,3,1,722,0.4025
5654,32812608,1,585,10,70,181,Blocks,5050667,335,2015-09-27 20:41:15,2,0,3,0,1,13739,3069,1127,40,582,1670,1,67.1598,0,0,227,0.6716
5655,40314270,1,585,10,70,294,Blocks,6212879,1242,2016-10-28 22:54:09,0,2,4,3,3,400,87,13,18,11,81,3,45.5917,0,0,574,0.4559
5656,31285999,1,586,10,70,315,Blocks,4014509,2036,2015-07-08 7:21:21,3,0,11,1,2,2217,1404,19,26,59,214,2,29.7403,1,0,607,0.2974
5657,43766903,1,586,10,70,481,Blocks,7897388,520,2017-05-03 17:52:40,0,0,2,0,1,1,0,0,2,2,8,1,91.587,0,0,479,0.9159
5658,33529079,1,587,12,75,401,Blocks,5389995,1081,2015-11-04 18:11:46,1,0,3,0,1,2347,416,716,12,29,146,1,63.5531,0,0,694,0.6355
5659,9709829,1,587,12,75,313,Blocks,634474,432,2012-03-14 20:32:13,3,0,2,0,1,20242,751,184,1,312,538,1,71.3626,0,0,309,0.7136
5660,13040256,1,588,18,100,174,Blocks,1026459,689,2012-10-23 22:23:24,6,0,2,2,6,64697,5106,1903,219,1844,3835,4,56.5217,0,1,390,0.5652
5661,13040256,1,588,18,100,160,Blocks,1026459,689,2012-10-23 22:23:24,6,0,2,2,6,64697,5106,1903,219,1844,3835,4,56.5217,0,1,390,0.5652
5662,8796673,1,589,12,71,391,Blocks,931366,1222,2012-01-09 23:29:45,3,0,8,0,1,604,11,1,1,29,40,1,43.6688,1,0,538,0.4367
5663,12486753,1,589,12,71,238,Blocks,18157,484,2012-09-18 23:57:10,2,0,5,1,1,72882,3443,22677,22,2417,5719,1,54.0206,0,0,262,0.5402
5664,40854685,1,589,12,71,487,Blocks,1831987,596,2016-11-28 22:32:10,1,0,2,0,1,23031,3886,2232,0,964,1308,1,81.0316,0,0,487,0.8103
5665,11467030,1,590,18,72,687,Blocks,717214,1139,2012-07-13 8:44:02,4,0,2,1,1,42982,991,682,216,1176,2923,1,60.327,1,0,701,0.6033
5666,1640931,1,590,18,72,661,Blocks,135152,1121,2009-10-29 0:08:21,10,0,3,1,4,259054,5661,60,34,3011,18989,2,71.3028,0,0,810,0.713
5667,1793444,1,590,18,72,661,Blocks,135152,838,2009-11-24 22:40:52,8,0,2,1,2,259054,5661,60,34,3011,18989,1,78.3972,1,0,675,0.784
5668,11247299,1,591,25,74,1175,Blocks,1133011,1342,2012-06-28 14:51:56,1,0,2,0,4,30016,2112,86,30,515,2391,4,88.4015,0,0,1189,0.884
5669,11239017,1,591,25,74,1232,Blocks,243943,3809,2012-06-28 6:18:15,2,0,7,15,4,46463,1282,205,19,1857,2583,4,71.5661,2,0,2751,0.7157
5670,10693995,1,592,12,83,250,Blocks,1113772,2932,2012-05-21 23:36:16,0,1,10,0,7,19680,9658,42,21,1993,8543,7,33.0281,4,0,974,0.3303
5671,10693995,1,592,12,83,345,Blocks,1113772,2932,2012-05-21 23:36:16,0,1,10,0,7,19680,9658,42,21,1993,8543,7,33.0281,4,0,974,0.3303
5672,13768761,1,593,15,86,518,Blocks,157882,2856,2012-12-07 18:18:08,3,0,14,2,4,852319,15343,21024,15,17029,72465,3,29.5099,4,0,849,0.2951
5673,8445424,1,593,15,86,455,Blocks,157882,1204,2011-12-09 12:23:22,2,1,4,4,3,852319,15343,21024,15,17029,72465,2,38.3347,1,0,465,0.3833
5674,9099272,1,594,15,73,271,Blocks,22656,1533,2012-02-01 16:18:19,2,0,12,1,1,1089674,16323,6843,50,34559,50707,1,40.1042,0,4,616,0.401
5675,46383776,1,594,15,73,340,Blocks,1746118,430,2017-09-23 20:02:02,0,0,2,0,1,43273,13710,1627,97,1420,4857,1,78.1609,0,0,340,0.7816
5676,35734244,1,594,15,73,419,Blocks,535871,552,2016-03-01 21:49:52,0,0,2,0,1,200661,3299,350,85,4334,7034,1,75.3131,0,0,421,0.7531
5677,11371599,1,595,11,72,293,Blocks,80860,609,2012-07-07 1:37:49,78,0,4,7,8,79406,84,27,0,1135,1524,1,49.3443,0,2,301,0.4934
5678,524721,1,595,11,72,368,Blocks,48015,563,2009-02-07 22:25:36,559,0,5,5,9,129838,748,79,8,893,1844,2,66.844,0,0,377,0.6684
5679,42847830,1,595,11,72,400,Blocks,4084160,1269,2017-03-17 1:46:27,3,0,3,2,2,3084,199,23,67,207,840,2,70.305,0,0,876,0.703
5680,13132184,1,596,15,75,395,Blocks,139010,1114,2012-10-30 3:24:33,1,0,3,0,2,282302,4693,5444,103,3728,10230,2,35.6568,0,0,399,0.3566
5681,36435747,1,596,15,75,1032,Blocks,2553194,1640,2016-04-05 19:49:37,2,0,4,2,1,2140,4816,577,2,101,606,1,91.5627,0,0,1541,0.9156
5682,8900911,1,597,17,70,560,Blocks,493749,2202,2012-01-17 20:01:22,6,3,9,10,3,16305,700,151,37,291,740,3,28.7708,3,6,639,0.2877
5683,35873270,1,597,17,70,433,Blocks,5969411,1148,2016-03-08 16:53:33,0,0,3,0,2,4705,1481,404,13,303,1203,2,40.7952,1,0,472,0.408
5684,13576762,1,598,10,90,415,Blocks,1704529,2440,2012-11-27 3:03:04,4,2,12,7,2,28635,158,12,0,1201,2165,2,69.2993,0,0,1711,0.693
5685,13576762,1,598,10,90,387,Blocks,1704529,2440,2012-11-27 3:03:04,4,2,12,7,2,28635,158,12,0,1201,2165,2,69.2993,0,0,1711,0.693
5686,13576762,1,598,10,90,387,Blocks,1704529,2440,2012-11-27 3:03:04,4,2,12,7,2,28635,158,12,0,1201,2165,2,69.2993,0,0,1711,0.693
5687,11391107,1,599,20,76,678,Blocks,1028269,2768,2012-07-09 8:01:01,4,0,2,0,2,383,43,3,29,8,106,1,97.5153,0,0,2708,0.9752
5688,11391107,1,599,20,76,635,Blocks,1028269,2768,2012-07-09 8:01:01,4,0,2,0,2,383,43,3,29,8,106,1,97.5153,0,0,2708,0.9752
5689,12030964,1,600,14,78,213,Blocks,1221005,349,2012-08-20 0:06:53,-1,0,2,4,1,3707,314,8,13,81,168,1,92.6554,0,0,328,0.9266
5690,44915959,1,600,14,78,321,Blocks,2310289,705,2017-07-05 1:54:30,2,0,4,0,1,35411,2741,6982,1,2218,3772,1,74.6479,0,0,530,0.7465
5691,40960430,1,600,14,78,314,Blocks,7212686,706,2016-12-04 15:50:34,0,0,3,2,2,11297,943,981,24,530,2106,2,89.0909,0,0,637,0.8909
5692,8752289,1,601,13,100,410,Blocks,1037210,1230,2012-01-06 1:24:46,2,0,4,0,3,12613,1350,889,75,192,1955,3,36.247,3,0,452,0.3625
5693,11900114,1,601,13,100,430,Blocks,12960,845,2012-08-10 10:47:56,2,0,2,7,4,229053,4632,150,2,3825,6001,3,50.1166,2,0,430,0.5012
5694,9882839,1,602,17,70,811,Blocks,1277776,2052,2012-03-27 3:05:01,6,0,4,1,1,76,0,0,1,1,5,1,76.2663,0,0,1581,0.7627
5695,40848316,1,602,17,70,622,Blocks,3993662,669,2016-11-28 15:48:20,2,0,2,9,2,45972,3212,6128,126,1689,4138,2,92.3754,0,0,630,0.9238
5696,12823498,1,603,11,72,275,Blocks,1636168,1019,2012-10-10 15:54:00,4,0,4,0,1,161,0,0,0,9,16,1,42.1359,0,0,434,0.4214
5697,46104072,1,603,11,72,450,Blocks,1462282,797,2017-09-07 19:52:19,0,0,2,1,1,2571,674,10,14,109,244,1,77.4074,0,2,627,0.7741
5698,13616116,1,604,11,81,399,Blocks,1768232,2438,2012-11-28 23:14:20,2,0,19,2,2,27137,2106,4340,66,714,5111,2,57.8691,0,3,1423,0.5787
5699,13616116,1,604,11,81,452,Blocks,1768232,2438,2012-11-28 23:14:20,2,0,19,2,2,27137,2106,4340,66,714,5111,2,57.8691,0,3,1423,0.5787
5700,11649669,1,605,35,100,957,Blocks,1496362,1330,2012-07-25 12:26:18,2,0,3,0,1,2652,612,1,183,101,791,1,76.4398,0,0,1022,0.7644
5701,11649245,1,605,35,100,957,Blocks,1496362,1158,2012-07-25 12:03:21,1,0,3,1,1,2652,612,1,183,101,791,1,87.7253,0,0,1022,0.8773
5702,13464558,1,606,11,72,195,Blocks,285873,1626,2012-11-19 23:59:08,1,2,15,1,1,29824,5649,44,22,490,1038,1,39.8894,0,0,649,0.3989
5703,34753698,1,606,11,72,182,Blocks,749588,281,2016-01-12 21:00:05,3,0,2,1,1,42463,548,120,32,1269,1752,1,85.1064,0,0,240,0.8511
5704,8979269,1,607,13,76,502,Blocks,880118,1376,2012-01-23 22:03:37,7,0,2,4,4,5016,405,56,15,161,381,4,58.8066,1,0,818,0.5881
5705,42253535,1,607,13,76,446,Blocks,2757561,499,2017-02-15 15:29:42,0,0,2,5,2,4618,116,2,7,271,383,2,88.4921,0,0,446,0.8849
5706,8864222,1,608,10,70,355,Blocks,751158,1255,2012-01-14 18:07:49,2,0,5,1,1,24155,1204,353,6,569,998,1,51.9078,0,0,653,0.5191
5707,36741547,1,608,10,70,301,Blocks,2649079,655,2016-04-20 10:52:04,2,0,3,1,1,1463,29,17,5,105,160,1,84.697,0,0,559,0.847
5708,13771315,1,609,14,71,1099,Blocks,1679863,2886,2012-12-07 21:35:12,2,0,19,2,2,166974,5001,110,61,2842,8463,2,50.9865,0,0,1473,0.5099
5709,48453770,1,609,14,71,401,Blocks,1362184,726,2018-01-25 23:47:31,0,0,4,1,1,1526,907,18,237,72,869,1,81.893,0,0,597,0.8189
5710,11607000,1,610,14,100,402,Blocks,992484,1702,2012-07-23 5:40:52,5,1,5,6,2,300909,10979,1441,15,10157,19134,2,66.4372,0,0,1158,0.6644
5711,43151652,1,610,14,100,401,Blocks,992484,2740,2017-04-01 1:03:11,3,0,7,2,2,300909,10979,1441,15,10157,19134,2,67.6208,1,0,1890,0.6762
5712,9817939,1,611,11,81,400,Blocks,312172,529,2012-03-22 7:17:52,2,0,3,0,2,29166,4114,495,15,1338,3107,2,78.0899,0,0,417,0.7809
5713,10110492,1,611,11,81,377,Blocks,1108032,1875,2012-04-11 16:56:27,2,1,19,2,2,36437,481,29,37,583,1084,2,28.6765,0,0,546,0.2868
5714,9927453,1,611,11,81,494,Blocks,1108032,951,2012-03-29 14:30:21,3,1,4,8,3,36437,481,29,37,583,1084,3,80.2083,0,0,770,0.8021
5715,12099267,1,612,11,72,520,Blocks,992484,1500,2012-08-23 20:14:09,1,1,6,3,3,300909,10979,1441,15,10157,19134,3,62.3428,0,0,942,0.6234
5716,26039663,1,612,11,72,468,Blocks,4079483,1380,2014-09-25 13:17:29,8,0,2,1,1,104,0,0,0,1,1,1,98.1255,0,0,1361,0.9813
5717,11424995,1,613,17,82,996,Blocks,1283845,2601,2012-07-11 3:11:16,1,0,2,2,1,15637,2814,282,197,700,1815,1,81.3793,0,0,2124,0.8138
5718,11424995,1,613,17,82,1022,Blocks,1283845,2601,2012-07-11 3:11:16,1,0,2,2,1,15637,2814,282,197,700,1815,1,81.3793,0,0,2124,0.8138
5719,9489885,1,614,10,70,413,Blocks,597419,871,2012-02-28 21:20:13,1,0,2,0,1,4972,761,96,36,189,409,1,46.8109,1,0,411,0.4681
5720,46517868,1,614,10,70,487,Blocks,6723008,1124,2017-10-01 23:32:52,1,0,3,1,1,51,9,0,1,5,12,1,47.5685,2,0,538,0.4757
5721,12592524,1,615,16,100,500,Blocks,1018611,1809,2012-09-25 23:25:33,2,1,5,6,3,7954,1493,156,13,263,649,3,72.3018,0,0,1313,0.723
5722,12592524,1,615,16,100,503,Blocks,1018611,1809,2012-09-25 23:25:33,2,1,5,6,3,7954,1493,156,13,263,649,3,72.3018,0,0,1313,0.723
5723,10765089,1,616,13,76,381,Blocks,1286723,1055,2012-05-26 9:28:24,4,1,3,10,4,34079,51,71,12,590,858,3,78.4499,1,0,830,0.7845
5724,2265308,1,616,13,76,344,Blocks,190586,365,2010-02-15 10:40:20,10,0,2,1,1,438,3,1,3,7,24,1,92.8962,0,0,340,0.929
5725,10244341,1,617,13,71,691,Blocks,11858,1752,2012-04-20 10:18:11,4,0,3,6,3,56943,234,60,14,149,268,3,46.0147,1,0,814,0.4601
5726,44001359,1,617,13,71,252,Blocks,1221571,712,2017-05-16 12:22:10,3,1,8,2,2,287031,9408,1784,13,7385,14000,2,42.3448,0,0,307,0.4234
5727,13549867,1,618,14,78,230,Blocks,995926,567,2012-11-25 9:42:50,2,0,2,7,2,35208,2619,170,168,994,3789,2,39.7887,0,0,226,0.3979
5728,7539618,1,618,14,78,227,Blocks,600500,433,2011-09-24 14:27:35,4,0,2,0,1,60808,2385,652,15,1129,4076,1,52.0737,0,0,226,0.5207
5729,8911900,1,619,16,70,501,Blocks,1066828,656,2012-01-18 14:35:03,16,0,3,0,2,20585,2434,573,406,700,3757,2,79.3985,0,0,528,0.794
5730,6842384,1,619,16,70,388,Blocks,694378,427,2011-07-27 9:50:24,108,0,2,3,3,19964,68,72,0,225,351,2,89.8618,0,0,390,0.8986
5731,11990774,1,620,11,72,519,Blocks,1393766,643,2012-08-16 15:37:30,0,0,3,0,1,95198,7488,6827,2,2258,10343,1,86.6667,0,0,572,0.8667
5732,8293739,1,620,11,72,662,Blocks,637853,1201,2011-11-28 9:21:23,3,0,8,0,3,69957,1422,92,42,1910,3332,3,62.7467,0,0,763,0.6275
5733,48447062,1,620,11,72,1078,Blocks,2353911,1684,2018-01-25 15:58:26,1,1,7,2,1,40416,606,5942,12,1266,2272,1,73.5038,0,0,1265,0.735
5734,9965075,1,621,22,77,463,Blocks,179850,3161,2012-04-01 14:20:01,22,0,26,2,6,96557,1368,565,24,2005,8198,6,39.6444,2,1,1271,0.3964
5735,39987732,1,621,22,77,389,Blocks,6735993,859,2016-10-11 22:25:54,0,0,3,8,2,1060,318,49,21,67,189,2,74.478,0,0,642,0.7448
5736,11370972,1,622,13,76,216,Blocks,1010868,436,2012-07-06 23:39:08,2,0,5,0,2,6395,439,25,13,88,302,2,70.2517,0,0,307,0.7025
5737,11440994,1,622,13,76,179,Blocks,1300995,327,2012-07-11 20:30:58,17,0,2,6,1,12098,594,40,0,136,819,1,92.1212,0,0,304,0.9212
5738,8821304,1,623,11,75,346,Blocks,45507,1207,2012-01-11 14:52:44,4,0,4,2,2,2004,382,6,29,15,121,2,48.0328,0,0,586,0.4803
5739,5091147,1,623,11,75,425,Blocks,509477,918,2011-02-23 12:50:43,38,0,2,6,4,6205,120,1,7,51,91,4,46.3102,1,0,433,0.4631
5740,11863676,1,624,17,70,390,Blocks,1355980,942,2012-08-08 11:37:28,1,0,2,1,3,36,0,0,0,4,4,1,41.0582,0,0,388,0.4106
5741,41352194,1,624,17,70,369,Blocks,6181599,1257,2016-12-27 21:02:21,0,5,9,4,4,1729,53,1,0,71,211,4,33.9937,0,0,429,0.3399
5742,11863676,1,625,14,71,344,Blocks,1355980,942,2012-08-08 11:37:28,1,0,2,1,3,36,0,0,0,4,4,1,41.0582,0,0,388,0.4106
5743,13842290,1,625,14,71,854,Blocks,1366871,2185,2012-12-12 14:51:04,1,0,7,2,3,13713,1209,107,21,247,1480,3,50.0913,1,0,1097,0.5009
5744,11217576,1,626,10,70,379,Blocks,871012,1457,2012-06-26 23:54:19,2,1,6,2,3,6636,437,1,23,55,224,3,29.2066,1,0,427,0.2921
5745,34673473,1,626,10,70,267,Blocks,2490343,740,2016-01-08 9:26:29,1,0,2,2,1,5061,556,136,7,188,839,1,45.0067,1,0,338,0.4501
5746,12431972,1,627,10,70,294,Blocks,1258147,1895,2012-09-14 21:06:26,1,2,15,1,3,552,375,34,2,20,57,2,31.5845,1,0,602,0.3158
5747,49691682,1,627,10,70,307,Blocks,6381179,816,2018-04-06 11:22:09,1,2,2,1,1,625,456,37,9,28,84,1,37.2405,0,0,305,0.3724
5748,11863333,1,628,16,75,672,Blocks,1353243,1147,2012-08-08 11:15:06,23,0,3,4,4,2868,181,121,16,115,584,3,72.47,0,0,845,0.7247
5749,40239520,1,628,16,75,1384,Blocks,6893787,2774,2016-10-25 12:05:46,0,0,4,0,3,81,35,0,1,4,10,2,58.9254,2,0,1667,0.5893
5750,13520636,1,629,15,70,508,Blocks,1501870,726,2012-11-22 22:10:05,1,0,2,0,1,530,32,4,1,24,34,1,83.4464,0,0,615,0.8345
5751,13519620,1,629,15,70,263,Blocks,1679863,922,2012-11-22 20:30:54,2,1,9,5,2,166974,5001,110,61,2842,8463,2,50.8073,0,0,472,0.5081
5752,11409778,1,629,15,70,227,Blocks,1267329,1706,2012-07-10 8:52:30,16,0,28,0,2,81652,1990,76,2,1241,2023,2,23.0635,0,0,396,0.2306
5753,38586765,1,629,15,70,384,Blocks,637853,700,2016-07-26 9:59:45,2,0,4,1,1,69957,1422,92,42,1910,3332,1,55.1627,0,0,390,0.5516
5754,48951399,1,629,15,70,294,Blocks,1153988,1224,2018-02-23 15:38:07,1,0,5,0,3,4010,392,39,4,258,620,2,63.7833,0,0,789,0.6378
5755,52706168,1,629,15,70,256,Blocks,7938769,482,2018-10-08 16:04:14,0,0,3,1,1,1266,522,838,3,53,179,1,53.1697,0,0,260,0.5317
5756,12183807,1,630,17,76,1124,Blocks,63034,1524,2012-08-29 17:58:30,1,0,4,3,1,54844,697,360,8,531,1397,1,75.082,0,0,1145,0.7508
5757,42497922,1,630,17,76,559,Blocks,616460,1920,2017-02-27 23:52:08,3,0,6,1,3,28748,2520,2145,66,871,3280,3,50.3342,0,1,979,0.5033
5758,13804244,1,631,17,70,331,Blocks,157882,639,2012-12-10 15:45:52,0,0,4,3,1,852319,15343,21024,15,17029,72465,1,53.5494,0,0,347,0.5355
5759,35919945,1,631,17,70,149,Blocks,695364,3736,2016-03-10 14:57:00,4,0,23,5,6,39400,333,1861,5,2192,6636,6,32.4648,1,0,1221,0.3246
5760,43766702,1,631,17,70,455,Blocks,5616680,1192,2017-05-03 17:39:31,0,0,2,7,2,317,104,9,1,16,31,2,76.8911,0,0,925,0.7689
5761,12487772,1,632,14,71,289,Blocks,335858,547,2012-09-19 2:29:52,4,0,5,4,1,615495,29582,3077,21,15843,26136,1,54.7101,0,0,302,0.5471
5762,35354310,1,632,14,71,512,Blocks,0,688,2016-02-12 3:25:53,0,0,2,0,2,0,0,0,261014,224615,0,0,91.8221,0,0,640,0.9182
5763,11232120,1,633,54,79,3741,Blocks,950252,9719,2012-06-27 17:48:03,1,0,3,0,5,3348,122,2,19,122,444,5,92.7807,1,0,9022,0.9278
5764,11232120,1,633,54,79,3746,Blocks,950252,9719,2012-06-27 17:48:03,1,0,3,0,5,3348,122,2,19,122,444,5,92.7807,1,0,9022,0.9278
5765,11783994,1,634,20,71,916,Blocks,575659,2290,2012-08-02 18:56:06,0,0,3,7,3,7291,1692,56,48,195,502,3,93.2064,0,0,2154,0.9321
5766,11802465,1,634,20,71,535,Blocks,105224,998,2012-08-03 19:58:37,0,0,2,2,2,95894,2536,69,48,2463,4375,2,53.6174,0,1,541,0.5362
5767,14105240,1,635,13,71,214,Blocks,1011995,1599,2012-12-31 19:03:38,3,0,18,5,2,162220,6939,1147,3,2130,3944,2,52.875,0,0,846,0.5288
5768,3818141,1,635,13,71,329,Blocks,432433,760,2010-09-29 1:15:00,4,0,5,2,1,2710,27,7,0,43,85,1,71.0907,0,0,541,0.7109
5769,8857141,1,636,10,70,236,Blocks,65863,946,2012-01-13 20:58:42,1,0,4,1,2,338593,7717,1507,5,10151,23638,1,34.8374,1,0,332,0.3484
5770,49580004,1,636,10,70,253,Blocks,1794485,2922,2018-03-30 19:06:05,2,0,13,5,5,8155,422,1,0,136,290,5,53.0793,0,0,1560,0.5308
5771,13859012,1,637,14,71,350,Blocks,23486,955,2012-12-13 11:38:12,3,0,2,7,3,1590,309,3,25,57,174,2,35.9667,2,0,346,0.3597
5772,5499524,1,637,14,71,428,Blocks,685641,816,2011-03-31 12:03:49,18,0,2,0,1,37245,6995,491,0,864,1404,1,51.8972,0,0,424,0.519
5773,9462399,1,638,32,71,1468,Blocks,1166690,1632,2012-02-27 9:05:47,3,0,2,2,1,841,103,23,65,4,228,1,89.9099,0,0,1497,0.8991
5774,4035428,1,638,32,71,1351,Blocks,260990,1453,2010-10-27 16:26:33,3,0,2,11,1,200576,4896,16,49,3564,8014,1,92.7995,0,0,1379,0.928
5775,8395155,1,638,32,71,1255,Blocks,471607,1684,2011-12-06 3:56:36,1,0,3,2,2,18192,679,89,228,555,1870,2,75.0146,0,0,1288,0.7501
5776,9775330,1,639,12,75,394,Blocks,697630,705,2012-03-19 17:58:21,4,0,2,0,2,55456,3716,74,30,687,1941,2,55.3672,0,0,392,0.5537
5777,13348274,1,639,12,75,671,Blocks,1015327,1248,2012-11-12 17:17:13,6,0,8,5,2,9538,688,255,7,463,886,2,64.3715,0,0,804,0.6437
5778,10678669,1,640,16,75,689,Blocks,1285418,2479,2012-05-21 1:38:24,3,0,6,0,1,8367,190,32,0,130,248,1,85.9015,0,0,2163,0.859
5779,53366209,1,640,16,75,869,Blocks,2991525,1101,2018-11-18 22:48:18,0,0,5,1,1,52508,1877,1708,2,1988,5376,1,81.1594,0,0,896,0.8116
5780,9798311,1,641,10,90,370,Blocks,1281871,2096,2012-03-21 3:39:41,0,0,3,0,2,82,15,0,1,11,17,2,39.2568,0,0,824,0.3926
5781,9798311,1,641,10,90,334,Blocks,1281871,2096,2012-03-21 3:39:41,0,0,3,0,2,82,15,0,1,11,17,2,39.2568,0,0,824,0.3926
5782,12270003,1,642,10,70,201,Blocks,168056,453,2012-09-04 19:21:26,5,0,2,4,2,6752,670,2231,1,241,604,2,45.8515,0,0,210,0.4585
5783,41884285,1,642,10,70,205,Blocks,5830152,499,2017-01-26 22:41:56,0,0,4,0,1,174,42,0,24,10,96,1,56.4,0,0,282,0.564
5784,11018841,1,643,15,73,484,Blocks,80779,581,2012-06-13 15:58:28,2,0,2,7,3,7851,218,23,26,58,203,3,82.4742,0,0,480,0.8247
5785,47270895,1,643,15,73,246,Blocks,2600184,1144,2017-11-13 18:13:40,2,0,2,3,2,468,118,11,26,25,119,2,21.2729,0,0,244,0.2127
5786,9468529,1,644,12,75,416,Blocks,376527,496,2012-02-27 16:31:04,2,0,2,2,1,4336,770,2,71,47,318,1,82.8974,0,0,412,0.829
5787,39708679,1,644,12,75,284,Blocks,6787033,494,2016-09-26 17:16:11,2,0,2,1,2,939,19,307,12,84,171,2,56.5657,0,0,280,0.5657
5788,12159966,1,645,10,70,177,Blocks,1108484,409,2012-08-28 13:08:41,2,0,3,2,2,5481,964,48,93,89,466,2,70.7317,0,0,290,0.7073
5789,46892349,1,645,10,70,316,Blocks,2411243,4098,2017-10-23 14:51:03,2,14,30,3,6,11769,2698,867,1,386,1829,6,27.2462,2,0,1119,0.2725
5790,14104014,1,646,14,100,351,Blocks,1346369,1047,2012-12-31 16:45:20,1,0,4,1,1,9715,672,119,35,430,795,1,54.7348,1,0,578,0.5473
5791,3900415,1,646,14,100,353,Blocks,422597,1190,2010-10-10 13:06:43,7,3,3,8,4,75551,537,1,0,708,1551,1,29.9582,1,0,358,0.2996
5792,10457602,1,647,10,70,387,Blocks,869736,425,2012-05-05 0:03:04,2,0,2,0,1,146530,11073,482,17,2421,3248,1,93.8967,0,0,400,0.939
5793,46325077,1,647,10,70,579,Blocks,3883475,1057,2017-09-20 14:40:55,1,0,2,6,2,1519,119,0,20,74,153,2,54.4256,1,0,578,0.5443
5794,9589745,1,648,11,72,198,Blocks,1250670,309,2012-03-06 18:31:15,0,0,2,5,2,574,0,0,0,30,33,2,63.7821,0,0,199,0.6378
5795,52938397,1,648,11,72,236,Blocks,9451651,600,2018-10-22 22:06:44,2,0,2,1,1,287,65,5,0,32,52,1,38.6023,0,0,232,0.386
5796,9114278,1,649,10,80,193,Blocks,228171,689,2012-02-02 14:44:14,3,0,4,5,2,67486,1838,312,10,968,1800,2,57.781,0,0,401,0.5778
5797,38871197,1,649,10,80,225,Blocks,5883060,1302,2016-08-10 10:44:45,0,0,10,3,2,515,7,6,0,17,22,2,34.4589,0,0,449,0.3446
5798,11200186,1,650,11,72,262,Blocks,212589,427,2012-06-26 2:54:00,1,0,3,3,1,4595,373,8,13,99,202,1,65.1869,0,0,279,0.6519
5799,37783546,1,650,11,72,347,Blocks,6257469,617,2016-06-13 7:00:12,0,0,2,7,2,1444,1302,17,0,80,113,2,56.4309,0,0,351,0.5643
5800,11619308,1,651,12,75,342,Blocks,992484,556,2012-07-23 19:37:48,0,0,2,3,1,300909,10979,1441,15,10157,19134,1,60.531,1,0,342,0.6053
5801,8247930,1,651,12,75,600,Blocks,157882,2039,2011-11-23 19:25:09,1,0,8,0,2,852319,15343,21024,15,17029,72465,2,54.439,1,0,1116,0.5444
5802,13988768,1,652,18,100,548,Blocks,941930,975,2012-12-21 10:52:53,56,0,3,12,5,2473,288,0,41,81,283,2,78.3,0,0,783,0.783
5803,37410767,1,652,18,100,548,Blocks,5235246,930,2016-05-24 10:22:17,1,0,3,3,1,171,62,1,8,30,73,1,81.466,0,0,778,0.8147
5804,12708454,1,653,10,70,323,Blocks,57695,790,2012-10-03 12:27:47,3,0,4,5,3,445766,16632,387,34,13384,18549,3,43.0364,0,0,343,0.4304
5805,51023071,1,653,10,70,351,Blocks,2422776,535,2018-06-25 12:03:04,1,0,3,0,1,183831,8283,35624,0,7212,17213,1,68.0297,0,0,366,0.6803
5806,12108903,1,654,16,100,393,Blocks,1296547,1072,2012-08-24 11:51:03,12,0,3,5,1,166,11,0,4,11,26,1,57.5393,2,0,622,0.5754
5807,1701393,1,654,16,100,393,Blocks,34009,1060,2009-11-09 14:39:01,5,0,3,2,2,4618,1135,13,14,55,152,1,37.931,2,0,407,0.3793
5808,12881054,1,655,10,70,382,Blocks,433835,1050,2012-10-14 9:48:50,3,0,3,0,1,6720,824,29,26,75,331,1,53.7441,0,6,567,0.5374
5809,42800492,1,655,10,70,387,Blocks,1553851,492,2017-03-15 3:15:33,3,0,2,1,1,36489,1465,5679,27,1122,3483,1,91.1824,0,0,455,0.9118
5810,10147918,1,656,24,72,460,Blocks,118994,529,2012-04-13 20:31:13,5,0,2,1,1,2404,5,3,6,23,44,1,86.0377,0,0,456,0.8604
